"Institution","Transfer Subject","Transfer Course #","Transfer Course Title","Term","Marist Subject","Marist Course #","Marist Course Title","Status","Group"
"DUTCHESS COMMUNITY COLLEGE","COM","140","MEDIA AND SOCIETY","201240","COM","201L","COMMUNIC/SOCIETY","AC",""
"DUTCHESS COMMUNITY COLLEGE","COM","201","COM ELECTIVE","199020","COM","802L","COMM ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","COM","201L","COMMUNIC/SOCIETY","199740","COM","201L","COMMUNIC/SOCIETY","AC",""
"DUTCHESS COMMUNITY COLLEGE","COM","202","COM ELECTIVE","199020","COM","803L","COMM ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","COM","203","COMM PRINCIPLES","199740","COM","100L","COMM PRINCIPLES","AC",""
"DUTCHESS COMMUNITY COLLEGE","COM","207","ART OF FILM","199740","COM","286L","ART OF FILM","AC",""
"DUTCHESS COMMUNITY COLLEGE","COM","210","COMM COURSE","199020","COM","901L","COMM COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","COM","211","COM COURSE","199020","COM","901L","COMM COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","COM","220","MEDIA PERFORM TECH","199740","COM","396N","MEDIA PERFORM TECH","AC",""
"DUTCHESS COMMUNITY COLLEGE","COM","221","MEDIA STRARGS FOR PUBL RELATNS","201520","COM","901L","COMM COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","COM","231","GENERAL ELECTIVE","199740","ELEC","801N","GENERAL ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","COM","232","GENERAL ELECTIVE","199020","ELEC","802N","GENERAL ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","COM","233","AUDIO FOR MEDIA","199740","COM","387N","AUDIO FOR MEDIA","AC",""
"DUTCHESS COMMUNITY COLLEGE","COM","234","COMM ELECTIVE","199020","COM","803L","COMM ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","COM","235","COMM ELECTIVE","199020","COM","803L","COMM ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","COM","240","BROADCASTING","199740","COM","285L","BROADCASTING","AC",""
"DUTCHESS COMMUNITY COLLEGE","COM","243","WORLD FILM","201340","ART","901L","ART COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","COM","244","SCREENWRITING","200120","COM","321L","SCREENWRITING","AC",""
"DUTCHESS COMMUNITY COLLEGE","COM","244","SCREENWRITING","200120","MDIA","301L","SCREENWRITING FILM TV","AC",""
"DUTCHESS COMMUNITY COLLEGE","COM","245","SCREENWRITING","200120","COM","321L","SCREENWRITING","AC",""
"DUTCHESS COMMUNITY COLLEGE","COM","246","American Cinema","201540","MDIA","901L","MEDIA STUDIES/PROD COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","COM","249","TV PRODUCTION","199740","COM","287L","TV PRODUCTION","AC",""
"DUTCHESS COMMUNITY COLLEGE","COM","250","ADV TV PRODUCTION","199740","COM","393N","ADV TV PRODUCTION","AC",""
"DUTCHESS COMMUNITY COLLEGE","COM","262","ADV TV PRODUCTION","199740","COM","393N","ADV TV PRODUCTION","AC",""
"DUTCHESS COMMUNITY COLLEGE","COM","263","COMM ELECTIVE","199020","COM","802N","COMM ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","COM","906","COMM ELECTIVE","199020","COM","802L","COMM ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","COM","907","COMM ELECTIVE","199020","COM","801N","COMM ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","COM","908","SCREENWRITING","200120","COM","321L","SCREENWRITING","AC",""
"DUTCHESS COMMUNITY COLLEGE","CONS","150","GENERAL ELECTIVE","199020","ELEC","802L","GENERAL ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","CPS","100","COMPUTING STUD SEM","199540","CMSC","110L","COMPUTING STUD SEM","AC",""
"DUTCHESS COMMUNITY COLLEGE","CPS","121","COMP SCI ELECTIVE","197520","CMSC","801L","COMP SCI ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","CPS","123","COMP SCI ELECTIVE","197520","CMSC","802L","COMP SCI ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","CPS","131","COMP SCI ELECTIVE","197520","CMSC","801L","COMP SCI ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","CPS","141","Intro Comp Sci Prog","197520","CMSC","901L","COMP SCI COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","CPS","141","Intro Comp Sci Prog","201340","CMPT","120L","INTRO TO PROGRAMMING","AC",""
"DUTCHESS COMMUNITY COLLEGE","CPS","141","CMSC COURSE","201340","CMPT","120L","INTRO TO PROGRAMMING","IN",""
"DUTCHESS COMMUNITY COLLEGE","CPS","141","CMSC COURSE","197520","CMSC","901L","COMP SCI COURSE","IN",""
"DUTCHESS COMMUNITY COLLEGE","CPS","142","CMSC COURSE","197520","CMSC","902L","COMP SCI COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","CPS","231","Data Structures","201340","CMPT","220L","SOFTWARE DEVELOPMENT I","AC",""
"DUTCHESS COMMUNITY COLLEGE","CPS","231","Data Structures","197520","CMSC","120L","COMPUTER SCI I","AC",""
"DUTCHESS COMMUNITY COLLEGE","CPS","231","COMPUTER SCI I","201340","CMPT","220L","SOFTWARE DEVELOPMENT I","IN",""
"DUTCHESS COMMUNITY COLLEGE","CPS","231","COMPUTER SCI I","197520","CMSC","120L","COMPUTER SCI I","IN",""
"DUTCHESS COMMUNITY COLLEGE","CPS","271","CMSC ELECTIVES","197520","CMSC","801L","COMP SCI ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","CPS","272","CMSC ELECTIVES","197520","CMSC","802L","COMP SCI ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","CRJ","100","CRIM JUST ELECT","197520","CRJU","801L","CRIM JUST ELECT","AC",""
"DUTCHESS COMMUNITY COLLEGE","CRJ","101","NON-TRANSFERABLE COURSE","199520","REG","800L","NON-TRANSFERABLE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","CRJ","107","NON-TRANSFERABLE COURSE","199520","REG","800L","NON-TRANSFERABLE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","CRJ","141","INTRO CRIM JUST","197520","CRJU","101L","INTRO CRIM JUST","AC",""
"DUTCHESS COMMUNITY COLLEGE","CRJ","144","JUV JUST SYST","199020","CRJU","305L","JUV JUST SYST","AC",""
"DUTCHESS COMMUNITY COLLEGE","CRJ","201","CRIM JUS ORG&ADM","199540","CRJU","301N","CRIM JUS ORG&ADM","AC",""
"DUTCHESS COMMUNITY COLLEGE","CRJ","205","GENERAL ELECTIVE","199020","ELEC","801L","GENERAL ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","CRJ","206","CRIM & SCI INVEST","197520","CRJU","206N","CRIM & SCI INVEST","AC",""
"DUTCHESS COMMUNITY COLLEGE","CRJ","261","CRJU ELECTIVE","199020","CRJU","806L","CRIM JUST ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","CRJ","263","CRIM PROC II","197520","CRJU","304L","CRIM PROCEDR II","AC",""
"DUTCHESS COMMUNITY COLLEGE","CRJ","264","CRIM PROC I","197520","CRJU","303L","CRIM PROC I:NYS PENAL CODE","AC",""
"DUTCHESS COMMUNITY COLLEGE","CRJ","265","US COURTS","200520","CRJU","250L","US COURTS","AC",""
"DUTCHESS COMMUNITY COLLEGE","CRJ","266","CRIM JUST COURSE","197520","CRJU","901L","CRIM JUST COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","CRJ","271","NON-TRANSFERABLE COURSE","199520","REG","800L","NON-TRANSFERABLE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","CSM","90","NON-TRANSFERABLE COURSE","199520","REG","800L","NON-TRANSFERABLE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","CSM","93","NON-TRANSFERABLE COURSE","199520","REG","800L","NON-TRANSFERABLE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","CSM","94","NON-TRANSFERABLE COURSE","199520","REG","800L","NON-TRANSFERABLE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","CSS","71","NON-TRANSFERABLE COURSE","199520","REG","800L","NON-TRANSFERABLE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","CSS","72","NON-TRANSFERABLE COURSE","199520","REG","800L","NON-TRANSFERABLE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","CSS","73","NON-TRANSFERABLE COURSE","199520","REG","800L","NON-TRANSFERABLE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","CSS","95","NON-TRANSFERABLE COURSE","199520","REG","800L","NON-TRANSFERABLE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","CSS","97","NON-TRANSFERABLE COURSE","199520","REG","800L","NON-TRANSFERABLE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","DAC","101","NON-TRANSFERABLE COURSE","199520","REG","800L","NON-TRANSFERABLE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","DAC","102","NON-TRANSFERABLE COURSE","199520","REG","800L","NON-TRANSFERABLE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","DAC","201","NON-TRANSFERABLE COURSE","199520","REG","800L","NON-TRANSFERABLE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","DAC","202","NON-TRANSFERABLE COURSE","199520","REG","800L","NON-TRANSFERABLE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","DAC","203","NON-TRANSFERABLE COURSE","199520","REG","800L","NON-TRANSFERABLE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","DAC","204","NON-TRANSFERABLE COURSE","199520","REG","800L","NON-TRANSFERABLE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","DAN","101","INTRO TO DANCE","199120","PHED","106N","INTRO TO DANCE","AC",""
"DUTCHESS COMMUNITY COLLEGE","DAN","102","BEG CLASS BALLET","199040","PHED","105N","BEG CLASS BALLET","AC",""
"DUTCHESS COMMUNITY COLLEGE","DAN","104","MODERN DANCE I","197520","PHED","128N","MODERN DANCE I","AC",""
"DUTCHESS COMMUNITY COLLEGE","DAN","106","PHED ED COURSE","199440","PHED","800N","PHED ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","DAN","107","PHED ELECTIVE","199440","PHED","800N","PHED ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","DAN","108","MUSIC COURSE","197520","MUS","901L","MUSIC COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","DAN","146","Performance & Applied Dance","201440","PHED","802N","PHYS ED ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","DAN","147","PHYS ED ELECTIVE","199020","PHED","801N","PHYS ED ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","DAN","246","PHYS ED ELECTIVE","199020","PHED","805N","PHYS ED ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","DAN","247","PHYS ED ELECTIVE","199020","PHED","804N","PHYS ED ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","DAN","901","Choreography & Composition","201440","PHED","803N","PHYS ED ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","DAP","111","IS ELECTIVE","199540","IS","801L","IS ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","DAP","112","COMPUTER STUDIES ELEC","199020","CSIS","801L","COMPUTER STUDIES ELEC","AC",""
"DUTCHESS COMMUNITY COLLEGE","DAP","123","INFO SYSTEMS ELECTIVE","199020","IS","803L","INFO SYSTEMS ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","DAP","124","INFO SYSTEMS ELECTIVE","200120","IS","806L","INFO SYSTEMS ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","DAP","211","COMP SCI ELECTIVE","197520","CMSC","802L","COMP SCI ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","DAP","212","INFO SYSTEMS ELECTIVE","199020","IS","802L","INFO SYSTEMS ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","DAP","223","COMP SCI ELECTIVE","199020","CMSC","804L","COMP SCI ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","DAP","227","COMP SCI ELECTIVE","199020","CMSC","805L","COMP SCI ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","DAP","802","NON-TRANSFERABLE COURSE","199520","REG","800L","NON-TRANSFERABLE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","DAT","124","COMP SCI ELECTIVE","199020","CMSC","805L","COMP SCI ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","DCAN","108","MUSIC COURSE","197520","MUS","901L","MUSIC COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","DNY","1000","GENERAL ELECTIVE","199020","ELEC","801L","GENERAL ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","DTN","101","NON-TRANSFERABLE COURSE","199520","REG","800L","NON-TRANSFERABLE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","DTN","102","TOPICS IN NUTRITION","200320","BIOL","225L","TOPICS IN NUTRITION","AC",""
"DUTCHESS COMMUNITY COLLEGE","DTN","103","NON-TRANSFERABLE","199520","REG","800L","NON-TRANSFERABLE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","DTN","201","GENERAL ELECTIVE","199020","ELEC","801L","GENERAL ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","DTN","202","GENERAL ELECTIVE","199020","ELEC","802L","GENERAL ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","DTN","203","GENERAL ELECTIVE","199020","ELEC","803L","GENERAL ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","DTN","204","GENERAL ELECTIVE","199020","ELEC","804L","GENERAL ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","DTN","205","NON-TRANSFERABLE","199520","REG","800L","NON-TRANSFERABLE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ECH","101","EDUC ELECTIVE","197520","EDUC","801L","EDUC ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ECH","102","EDUC ELECTIVE","199020","EDUC","802L","EDUC ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ECH","103","NON-TRANSFERABLE COURSE","199520","REG","800L","NON-TRANSFERABLE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ECH","104","NON-TRANSFERABLE COURSE","199520","REG","800L","NON-TRANSFERABLE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ECH","106","NON-TRANSFERABLE COURSE","199520","REG","800L","NON-TRANSFERABLE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ECH","107","EDUC ELECTIVE","200120","EDUC","803L","EDUC ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ECH","108","EDUC ELECTIVE","200120","EDUC","804L","EDUC ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ECH","111","GENERAL ELECTIVE","199020","ELEC","801L","GENERAL ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ECH","112","GEN ELECTIVE","199020","ELEC","801L","GENERAL ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ECH","120","NON-TRANSFERABLE COURSE","199520","REG","800L","NON-TRANSFERABLE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ECH","121","NON-TRANSFERABLE COURSE","199520","REG","800L","NON-TRANSFERABLE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ECH","203","NON-TRANSFERABLE COURSE","199520","REG","800L","NON-TRANSFERABLE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ECH","204","NON-TRANSFERABLE COURSE","199520","REG","800L","NON-TRANSFERABLE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ECH","205","EDUC ELECTIVE","200120","EDUC","805L","EDUC ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ECH","206","EDUC ELECTIVE","199440","EDUC","800N","EDUCATION ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ECH","211","NON-TRANSFERABLE COURSE","199520","REG","800L","NON-TRANSFERABLE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ECH","214","EDUC ELECTIVE","199020","EDUC","801N","EDUCATION ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ECH","254","GENERAL ELECTIVE","199020","ELEC","803L","GENERAL ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ECN","105","ECON-SOCIAL ISSUES","199840","ECON","150L","ECON-SOCIAL ISSUES","AC",""
"DUTCHESS COMMUNITY COLLEGE","ECO","102","PRINC MACROECONOM","197520","ECON","101L","PRINC MACROECONOM","AC",""
"DUTCHESS COMMUNITY COLLEGE","ECO","105","ECON-SOCIAL ISSUES","199840","ECON","150L","ECON-SOCIAL ISSUES","AC",""
"DUTCHESS COMMUNITY COLLEGE","ECO","106","PRINC MICROECONOM","197520","ECON","102L","PRINC MICROECONOM","AC",""
"DUTCHESS COMMUNITY COLLEGE","ECO","111","ECONOMICS COURSE","197520","ECON","901L","ECONOMICS COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ECO","115","ECON-SOCIAL ISSUES","199840","ECON","150L","ECON-SOCIAL ISSUES","AC",""
"DUTCHESS COMMUNITY COLLEGE","ECO","121","ENVIRON ECONOMICS","197520","ECON","305L","ENVIRON ECONOMICS","AC",""
"DUTCHESS COMMUNITY COLLEGE","ECO","201","PRINC MICROECONOM","197520","ECON","102L","PRINC MICROECONOM","IN",""
"DUTCHESS COMMUNITY COLLEGE","ECO","201","PRINC MICROECONOM","201040","ECON","103L","PRINC MICROECONOM","IN",""
"DUTCHESS COMMUNITY COLLEGE","ECO","201","PRINC MICROECONOM","201040","ECON","103L","PRINC MICROECONOM","AC",""
"DUTCHESS COMMUNITY COLLEGE","ECO","201","PRINC MICROECONOM","197520","ECON","102L","PRINC MICROECONOM","AC",""
"DUTCHESS COMMUNITY COLLEGE","ECO","202","PRINC MACROECONOM","201040","ECON","104L","PRINC MACROECONOM","AC",""
"DUTCHESS COMMUNITY COLLEGE","ECO","202","PRINC MACROECONOM","197520","ECON","101L","PRINC MACROECONOM","AC",""
"DUTCHESS COMMUNITY COLLEGE","ECO","202","PRINC MACROECONOM","201040","ECON","104L","PRINC MACROECONOM","IN",""
"DUTCHESS COMMUNITY COLLEGE","ECO","202","PRINC MACROECONOM","197520","ECON","101L","PRINC MACROECONOM","IN",""
"DUTCHESS COMMUNITY COLLEGE","ECO","208","PRINC MICROECONOM","197520","ECON","102L","PRINC MICROECONOM","AC",""
"DUTCHESS COMMUNITY COLLEGE","ECO","215","PRINC MACROECONOM","197520","ECON","101L","PRINC MACROECONOM","AC",""
"DUTCHESS COMMUNITY COLLEGE","ECO","216","PRINC MICROECONOM","197520","ECON","102L","PRINC MICROECONOM","AC",""
"DUTCHESS COMMUNITY COLLEGE","ECO","218","LABOR RELATIONS","197520","BUS","402L","LABOR RELATIONS","AC",""
"DUTCHESS COMMUNITY COLLEGE","ECO","221","NON-TRANSFERABLE COURSE","199520","REG","800L","NON-TRANSFERABLE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ECO","224","INTERNATION ECON","197520","ECON","442L","INTERNATION ECON","AC",""
"DUTCHESS COMMUNITY COLLEGE","ECO","271","NON-TRANSFERABLE COURSE","199520","REG","800L","NON-TRANSFERABLE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ECO","272","NON-TRANSFERABLE COURSE","199520","REG","800L","NON-TRANSFERABLE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ECO","273","NON-TRANSFERABLE COURSE","199520","REG","800L","NON-TRANSFERABLE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ECO","902","ECONOMICS COURSE","197520","ECON","901L","ECONOMICS COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ECON","102L","PRINC MICROECONOM","197520","ECON","102L","PRINC MICROECONOM","AC",""
"DUTCHESS COMMUNITY COLLEGE","ECON","201","PRINC MICROECONOM","197520","ECON","102L","PRINC MICROECONOM","AC",""
"DUTCHESS COMMUNITY COLLEGE","ECOO","11","PRINC MACROECONOM","197520","ECON","101L","PRINC MACROECONOM","AC",""
"DUTCHESS COMMUNITY COLLEGE","ECOO","12","PRINC MICROECONOM","197520","ECON","102L","PRINC MICROECONOM","AC",""
"DUTCHESS COMMUNITY COLLEGE","ECOP","105","ECON-SOCIAL ISSUES","199840","ECON","150L","ECON-SOCIAL ISSUES","AC",""
"DUTCHESS COMMUNITY COLLEGE","EED","100","Elementary Education Intro Sem","201440","EDUC","801N","EDUCATION ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","EED","115","Symbolic Rep Language & Litrcy","201440","EDUC","802N","EDUC ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","EED","116","Fieldwork I","201440","EDUC","804N","EDUCATION ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","EED","254","Fndatns/Issues in Dvrs Ece Cla","201440","EDUC","803N","EDUCATION ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ELEC","8011010","002570L ELECTIVE","199740","ELEC","801N","GENERAL ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ELEC","801L","GENERAL ELECTIVE","199020","ELEC","801L","GENERAL ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ELEC","801N","GENERAL ELECTIVE","199740","ELEC","801N","GENERAL ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ELEC","802L","GENERAL ELECTIVE","199020","ELEC","802L","GENERAL ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ELEC","802N","GENERAL ELECTIVE","199020","ELEC","802N","GENERAL ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ELEC","803L","GENERAL ELECTIVE","199020","ELEC","803L","GENERAL ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ELEC","804","GENERAL ELECTIVE","199020","ELEC","804N","GENERAL ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ELT","101","GENERAL ELECTIVE","199020","ELEC","802L","GENERAL ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ELT","104","GENERAL ELECTIVE","197520","ELEC","800N","GENERAL ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ELT","105","GENERAL ELECTIVE","199740","ELEC","801N","GENERAL ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ELT","106","GENERAL ELECTIVE","199020","ELEC","802N","GENERAL ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ELT","115","GENERAL ELECTIVE","199020","ELEC","803N","GENERAL ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ELT","203","GENERAL ELECTIVE","199020","ELEC","804N","GENERAL ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ELT","204","GENERAL ELECTIVE","197520","ELEC","800N","GENERAL ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ELT","205","GENERAL ELECTIVE","199020","ELEC","805N","GENERAL ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ELT","206","GENERAL ELECTIVE","199020","ELEC","806N","GENERAL ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ELT","207","NON-TRANSFERABLE COURSE","199520","REG","800L","NON-TRANSFERABLE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ELT","209","NON-TRANSFERABLE COURSE","199520","REG","800L","NON-TRANSFERABLE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ELT","210","COMP SCI ELECTIVE","197520","CMSC","801L","COMP SCI ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ELT","211","GENERAL ELECTIVE","197520","ELEC","809N","GENERAL ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ELT","213","GENERAL ELECTIVE","197520","ELEC","810N","GENERAL ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ELT","214","GENERAL ELECTIVE","197520","ELEC","800N","GENERAL ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ELT","215","GENERAL ELECTIVE","197520","ELEC","807N","ELECTIVE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ELT","216","GENERAL ELECTIVE","199740","ELEC","801N","GENERAL ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ELT","250","GENERAL ELECTIVE","199020","ELEC","805N","GENERAL ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","EMB","105","EMT Basic","201420","EMS","800L","EMS ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","EMS","203","GENERAL ELECTIVE","199020","ELEC","804N","GENERAL ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","EMS","206","GENERAL ELECTIVE","199020","ELEC","803N","GENERAL ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","EN","12","COLLEGE WRITING I","197520","ENG","116L","COLLEG WRITNG I","AC",""
"DUTCHESS COMMUNITY COLLEGE","ENG","1","NON-TRANSFERABLE COURSE","199520","REG","800L","NON-TRANSFERABLE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ENG","2","NON-TRANSFERABLE COURSE","199520","REG","800L","NON-TRANSFERABLE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ENG","10","ENG COURSE/LIT","197520","ENG","911L","ENG COURSE/LIT","AC",""
"DUTCHESS COMMUNITY COLLEGE","ENG","91","NON-TRANSFERABLE COURSE","199520","REG","800L","NON-TRANSFERABLE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ENG","92","NON-TRANSFERABLE COURSE","199520","REG","800L","NON-TRANSFERABLE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ENG","95","NON-TRANSFERABLE COURSE","199520","REG","800L","NON-TRANSFERABLE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ENG","96","NON-TRANSFERABLE COURSE","199520","REG","800L","NON-TRANSFERABLE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ENG","100","ENGLISH ELECTIVE","197520","ENG","801L","ENGLISH ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ENG","101","COLLEG WRITNG I","197520","ENG","116L","COLLEG WRITNG I","AC",""
"DUTCHESS COMMUNITY COLLEGE","ENG","102","WRITING FOR COLLEGE","201340","ENG","120L","WRITING FOR COLLEGE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ENG","102","WRITING FOR COLLEGE","197520","ENG","117L","COLL WRITING II","AC",""
"DUTCHESS COMMUNITY COLLEGE","ENG","102","COLL WRITING II","197520","ENG","117L","COLL WRITING II","IN",""
"DUTCHESS COMMUNITY COLLEGE","ENG","102","COLL WRITING II","201340","ENG","120L","WRITING FOR COLLEGE","IN",""
"DUTCHESS COMMUNITY COLLEGE","ENG","103","COLL WRITING II","197520","ENG","117L","COLL WRITING II","AC",""
"DUTCHESS COMMUNITY COLLEGE","ENG","105","F","199020","ELEC","802N","GENERAL ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","ENG","108","GENERAL ELECTIVE","199740","ELEC","801N","GENERAL ELECTIVE","AC",""
