"Institution","Transfer Subject","Transfer Course #","Transfer Course Title","Term","Marist Subject","Marist Course #","Marist Course Title","Status","Group"
"DUTCHESS COMMUNITY COLLEGE","RET","273","FASHION ELECTIVE","199020","FASH","802N","FASHION ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","SC","140","IS COURSE","199920","IS","991L","IS COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","SCI","100","NON-TRANSFERABLE COURSE","199520","REG","800L","NON-TRANSFERABLE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","SCI","801L","SCIENCE ELECTIVE","197520","SCI","801L","SCIENCE ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","SCI","901","SCIENCE ELECTIVE","197520","SCI","801L","SCIENCE ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","SCS","112","GENERAL ELECTIVE","199020","ELEC","801L","GENERAL ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","SCS","121","PSYC COURSE","199520","PSYC","902L","PSYC COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","SCS","122","PSYC COURSE","199520","PSYC","903L","PSYC COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","SCS","134","PSYCHOLOGY COURSE","197520","PSYC","215L","PSY OF INTERP COM","AC",""
"DUTCHESS COMMUNITY COLLEGE","SCS","141","INTRO CRIM JUST","197520","CRJU","101L","INTRO CRIM JUST","AC",""
"DUTCHESS COMMUNITY COLLEGE","SCS","142","CRIMINOLOGY","199130","CRJU","202L","CRIMINOLOGY","AC",""
"DUTCHESS COMMUNITY COLLEGE","SCS","156","NON-TRANSFERABLE COURSE","199520","REG","800L","NON-TRANSFERABLE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","SCS","242","DRUG/ALCOHOL ABUS","197520","CRJU","242L","DRUG/ALCOHOL ABUS","AC",""
"DUTCHESS COMMUNITY COLLEGE","SCS","262","JUVENILE DELINQ","197520","CRJU","223L","JUVENILE DELINQ","AC",""
"DUTCHESS COMMUNITY COLLEGE","SCS","263","CRIM PROCEDURE I","197520","CRJU","303L","CRIM PROCEDURE I","AC",""
"DUTCHESS COMMUNITY COLLEGE","SCS","264","CRIM PROCEDR II","197520","CRJU","304L","CRIM PROCEDR II","AC",""
"DUTCHESS COMMUNITY COLLEGE","SCS","273","NON-TRANSFERABLE COURSE","199520","REG","800L","NON-TRANSFERABLE COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","SCS","902","GENERAL ELECTIVE","199020","ELEC","802L","GENERAL ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","SES","210","BUSINESS ELECTIVE","197520","BUS","802N","BUSINESS ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","SO","207","CRIMINOLOGY","199130","CRJU","202L","CRIMINOLOGY","AC",""
"DUTCHESS COMMUNITY COLLEGE","SOC","101","INTRO SOCIOLOGY","197520","SOC","101L","INTRO SOCIOLOGY","AC",""
"DUTCHESS COMMUNITY COLLEGE","SOC","103","SOCIOLOGY COURSE","197520","SOC","901L","SOCIOLOGY COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","SOC","113","INTRO SOCIOLOGY","197520","SOC","101L","INTRO SOCIOLOGY","AC",""
"DUTCHESS COMMUNITY COLLEGE","SOC","202","SOCIAL INEQUALITY","199140","SOC","336L","SOCIAL INEQUALITY","AC",""
"DUTCHESS COMMUNITY COLLEGE","SOC","202","SOCIAL INEQUALITY","199140","SOC","336L","SOCIAL INEQUALITY","AC",""
"DUTCHESS COMMUNITY COLLEGE","SOC","203","INTRO SOCIOLOGY","197520","SOC","101L","INTRO SOCIOLOGY","AC",""
"DUTCHESS COMMUNITY COLLEGE","SOCI","101","INTRO SOCIOLOGY","197520","SOC","101L","INTRO SOCIOLOGY","AC",""
"DUTCHESS COMMUNITY COLLEGE","SOCW","801N","SOCIAL WORK ELECTIVE","199020","SOCW","801N","SOCIAL WORK ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","SOCW","802L","L","199020","SOCW","802L","SOCIAL WORK ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","SOS","101","HISTORY COURSE","197520","HIST","901L","HISTORY COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","SOS","103","SOCIOLOGY COURSE","197520","SOC","901L","SOCIOLOGY COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","SOS","203","SOCIOLOGY COURSE","197520","SOC","901L","SOCIOLOGY COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","SOS","205","SOCIOLOGY COURSE","199020","SOC","902L","SOCIOLOGY COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","SPA","101","ELEM SPANISH I","197520","SPAN","101L","ELEM SPANISH I","AC",""
"DUTCHESS COMMUNITY COLLEGE","SPA","102","ELEM SPANISH II","197520","SPAN","102L","ELEM SPANISH II","AC",""
"DUTCHESS COMMUNITY COLLEGE","SPA","199","SPANISH COURSE","197520","SPAN","901L","SPANISH COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","SPA","201","INTER SPANISH I","197520","SPAN","105L","INTER SPANISH I","AC",""
"DUTCHESS COMMUNITY COLLEGE","SPA","202","INTER SPANISH II","197520","SPAN","106L","INTER SPANISH II","AC",""
"DUTCHESS COMMUNITY COLLEGE","SPA","2030","INTER SPAN I","197520","SPAN","105L","INTER SPANISH I","AC",""
"DUTCHESS COMMUNITY COLLEGE","SPA","2040","INTER SPAN II","197520","SPAN","106L","INTER SPAN II","AC",""
"DUTCHESS COMMUNITY COLLEGE","SPA","208","SPANISH COURSE","197520","SPAN","901L","SPANISH COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","SPA","273","SPANISH ELECTIVE","197520","SPAN","801L","SPANISH ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","SPA","301","ADV SPANISH I","197520","SPAN","201L","ADV SPANISH I","AC",""
"DUTCHESS COMMUNITY COLLEGE","SPA","302","ADV SPAN II","197520","SPAN","202L","ADV SPAN II","AC",""
"DUTCHESS COMMUNITY COLLEGE","SPA","320","SPAN-HISPANICS I","199020","SPAN","210L","SPAN-HISPANICS I","AC",""
"DUTCHESS COMMUNITY COLLEGE","SPA","901","SPANISH COURSE","197520","SPAN","901L","SPANISH COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","SPA","999","SPANISH COURSE","197520","SPAN","901L","SPANISH COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","SPAN","199","ELEM SPANISH II","197520","SPAN","102L","ELEM SPANISH II","AC",""
"DUTCHESS COMMUNITY COLLEGE","SPC","101","PUBLIC PRESENTAT.","199740","COM","101L","PUBLIC PRESENTAT.","AC",""
"DUTCHESS COMMUNITY COLLEGE","SPE","10","PUBLIC PRESENTAT.","199740","COM","101L","PUBLIC PRESENTAT.","AC",""
"DUTCHESS COMMUNITY COLLEGE","SPE","100","PUBLIC PRESENTAT.","199740","COM","101L","PUBLIC PRESENTAT.","AC",""
"DUTCHESS COMMUNITY COLLEGE","SPE","101","PUBLIC PRESENTAT.","199740","COM","101L","PUBLIC PRESENTAT.","AC",""
"DUTCHESS COMMUNITY COLLEGE","SPE","101L","PUBLIC PRESENTAT.","199740","COM","101L","PUBLIC PRESENTAT.","AC",""
"DUTCHESS COMMUNITY COLLEGE","SPE","102","COMM ELECTIVE","199020","COM","801L","COMM ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","SPE","102L","COMM ELECTIVE","199020","COM","801L","COMM ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","SPE","103","GENERAL ELECTIVE","199740","ELEC","801N","GENERAL ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","SPE","107","COMM COURSE","199020","COM","901L","COMM COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","SPE","110","COMM COURSE","199440","COMM","900L","COMM COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","SPE","111","COMM ELECTIVE","199020","COM","801L","COMM ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","SPE","115","STUDY SKILL ELECT","197520","LERN","801L","STUDY SKILL ELECT","AC",""
"DUTCHESS COMMUNITY COLLEGE","SPE","116","ORGANIZATION ELECTIVE","200140","ORG","801N","ORGANIZATION ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","SPE","201","AUGUMENT & DEBATE","199740","COM","204L","AUGUMENT & DEBATE","AC",""
"DUTCHESS COMMUNITY COLLEGE","SPE","204","GENERAL ELECTIVE","199020","ELEC","802N","GENERAL ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","SPE","210","COMM COURSE","199020","COM","901L","COMM COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","SPE","211","COMM COURSE","199020","COM","901L","COMM COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","SPE","219","INTERCULT COMM","199740","COM","325L","INTERCULT COMM","AC",""
"DUTCHESS COMMUNITY COLLEGE","SPE","272","COM ELECTIVE","199020","COM","804N","COMM ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","SPE","903","PUBLIC PRESENTAT.","199740","COM","101L","PUBLIC PRESENTAT.","AC",""
"DUTCHESS COMMUNITY COLLEGE","SPE","904","COMM COURSE","199020","COM","901L","COMM COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","SPE","905","COMM ELECTIVE","199020","COM","801L","COMM ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","SPE","907","ORGANIZATION ELECTIVE","200140","ORG","801N","ORGANIZATION ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","SPEC","116","GENERAL ELECTIVE","199020","ELEC","801L","GENERAL ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","TEL","110","ITS COURSE","200720","ITS","901L","ITS COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","TEL","210","ITS COURSE","200720","ITS","902L","ITS COURSE","AC",""
"DUTCHESS COMMUNITY COLLEGE","TEL","211","DATA COMMUNICATIONS","200740","ITS","406N","DATA COMMUNICATIONS","AC",""
"DUTCHESS COMMUNITY COLLEGE","TEL","212","INTERNETWORKING I","200740","ITS","415N","INTERNETWORKING I","AC",""
"DUTCHESS COMMUNITY COLLEGE","THE","103","ENG THEATRE-PRODUCTION","200140","ENG","923L","ENG THEATRE-PRODUCTION","AC",""
"DUTCHESS COMMUNITY COLLEGE","THE","105","INTRO DRAMA/PERFORM","199940","ENG","150L","INTRO DRAMA/PERFORM","AC",""
"DUTCHESS COMMUNITY COLLEGE","THE","106","ART 100 LEV GEN","197520","ART","901L","ART 100 LEV GEN","AC",""
"DUTCHESS COMMUNITY COLLEGE","THE","109","ACTING I","200120","ENG","227L","ACTING I","AC",""
"DUTCHESS COMMUNITY COLLEGE","THE","120","GENERAL ELECTIVE","199020","ELEC","801L","GENERAL ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","THE","161","THEATRE PRACTICUM","200640","ENG","229L","THEATRE PRACTICUM","AC",""
"DUTCHESS COMMUNITY COLLEGE","THE","201","Play Directing","201520","ENG","901L","ENG COURSE/WRIT","AC",""
"DUTCHESS COMMUNITY COLLEGE","THE","209","ACTING II","200120","ENG","241L","ACTING II","AC",""
"DUTCHESS COMMUNITY COLLEGE","THE","261","THEATRE WORKSHOP","199540","ENG","451L","THEATRE WORKSHOP","AC",""
"DUTCHESS COMMUNITY COLLEGE","THE","271","GENERAL ELECTIVE","199020","ELEC","801L","GENERAL ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","THE","273","ENG COURSE/WRIT","197520","ENG","901L","ENG COURSE/WRIT","AC",""
"DUTCHESS COMMUNITY COLLEGE","THE","903","ENGLISH ELECTIVE","197520","ENG","802L","ENGLISH ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","THEA","109","ENG COURSE/WRIT","197520","ENG","901L","ENG COURSE/WRIT","AC",""
"DUTCHESS COMMUNITY COLLEGE","VIS","110","FUND ART-DESIGN","197520","ART","101N","FUND ART-DESIGN","AC",""
"DUTCHESS COMMUNITY COLLEGE","VIS","152","ARTS 100 LEV STUDIO","197520","ART","901N","ARTS 100 LEV STUDIO","AC",""
"DUTCHESS COMMUNITY COLLEGE","VIS","170","ARTS 100 LEV STUDIO","197520","ART","901N","ARTS 100 LEV STUDIO","AC",""
"DUTCHESS COMMUNITY COLLEGE","WFE","101","PHYS ED COURSE","199020","PHED","801N","PHYS ED ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","WFE","103","PHYS ED ELECTIVE","199020","PHED","805N","PHYS ED ELECTIVE","AC",""
"DUTCHESS COMMUNITY COLLEGE","WVE","101","PHYS ED ELECTIVE","199020","PHED","801N","PHYS ED ELECTIVE","AC",""
